Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
The Bodyguard,tt0103855,1992,"Action, Drama, Music","Director:, Mick Jackson, | ,     Stars:, Kevin Costner, , Whitney Houston, , Gary Kemp, , Bill Cobbs","A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",6.3,129 min,R,141304,"121,945,720"
The Piano,tt0107822,1993,"Drama, Music, Romance","Director:, Jane Campion, | ,     Stars:, Holly Hunter, , Harvey Keitel, , Sam Neill, , Anna Paquin","In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker.",7.5,121 min,R,91592,"40,158,000"
Magic Mike XXL,tt2268016,2015,"Comedy, Drama, Music","Director:, Gregory Jacobs, | ,     Stars:, Channing Tatum, , Joe Manganiello, , Matt Bomer, , Adam Rodriguez","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",5.6,115 min,R,59637,"66,013,057"
Burlesque,tt1126591,I) (2010,"Drama, Music, Musical","Director:, Steve Antin, | ,     Stars:, Cher, , Christina Aguilera, , Alan Cumming, , Eric Dane",A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,6.4,119 min,PG-13,89550,"39,440,655"
The Wedding Singer,tt0120888,1998,"Comedy, Music, Romance","Director:, Frank Coraci, | ,     Stars:, Adam Sandler, , Drew Barrymore, , Christine Taylor, , Allen Covert","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",6.9,97 min,PG-13,156089,"80,245,725"
Empire Records,tt0112950,1995,"Comedy, Drama, Music","Director:, Allan Moyle, | ,     Stars:, Anthony LaPaglia, , Debi Mazar, , Maxwell Caulfield, , Rory Cochrane",Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.,6.7,90 min,PG-13,58932,"303,841"
Hannah Montana,tt0493093,2006–2011,"Comedy, Family, Music","Stars:, Miley Cyrus, , Emily Osment, , Jason Earles, , Billy Ray Cyrus",Adventures of a teenage pop star who keeps her identity secret from even her closest friends by using a disguise on-stage.,5.3,23 min,TV-G,41936,
Green Room,tt4062536,2015,"Crime, Drama, Horror","Director:, Jeremy Saulnier, | ,     Stars:, Anton Yelchin, , Imogen Poots, , Alia Shawkat, , Patrick Stewart",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,7.0,95 min,R,131474,"3,219,029"
Freaky Friday,tt0322330,2003,"Comedy, Family, Fantasy","Director:, Mark Waters, | ,     Stars:, Jamie Lee Curtis, , Lindsay Lohan, , Mark Harmon, , Harold Gould","An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",6.3,97 min,PG,144910,"110,230,332"
Sister Act,tt0105417,1992,"Comedy, Family, Music","Director:, Emile Ardolino, | ,     Stars:, Whoopi Goldberg, , Maggie Smith, , Harvey Keitel, , Bill Nunn","When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identity.",6.5,100 min,PG,103482,"139,610,000"
Empire,tt3228904,2015–2020,"Drama, Music","Stars:, Terrence Howard, , Taraji P. Henson, , Jussie Smollett, , Bryshere Y. Gray","A hip-hop mogul must choose a successor among his three sons who are battling for control over his multi-million dollar company, while his ex-wife schemes to reclaim what is hers.",7.4,42 min,TV-14,40183,
The Gang's All Here,tt0035916,1943,"Music, Musical, Romance","Director:, Busby Berkeley, | ,     Stars:, Alice Faye, , Carmen Miranda, , Phil Baker, , Benny Goodman",A soldier falls for a chorus girl and then experiences trouble when he is posted to the Pacific.,6.6,103 min,Passed,1980,
High Fidelity,tt0146882,2000,"Comedy, Drama, Music","Director:, Stephen Frears, | ,     Stars:, John Cusack, , Iben Hjejle, , Todd Louiso, , Jack Black","Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",7.4,113 min,R,184624,"27,287,137"
Walk the Line,tt0358273,2005,"Biography, Drama, Music","Director:, James Mangold, | ,     Stars:, Joaquin Phoenix, , Reese Witherspoon, , Ginnifer Goodwin, , Robert Patrick","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",7.8,136 min,PG-13,257496,"119,519,402"
